lvl3_pcode;lvl3_name;lvl2_pcode;lvl2_name;lvl1_pcode;lvl1_name;week;year;OPD_CONSULT;OPD_CONSULT_c;OPD_M_CASES;OPD_M_CASES_c;IPD_DISCH;IPD_DISCH_c;IPD_M_DISCH;IPD_M_DISCH_c;IPD_M_DEATH;IPD_M_DEATH_c;MOH_CONSULT;MOH_CONSULT_c;MOH_M_CASES;MOH_M_CASES_c
ner003005;tahoua;ner002048;Birni N'Konni;ner002583;Aire du CSI Talle Alforma;52;2018;4;434;3;3;4;9;0;0;5;5;1;1;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;1;2019;10;10;2;2;1;1;1;1;2;2;5;5;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;2;2019;7;17;0;0;4;4;2;2;1;1;6;6;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;3;2019;1;18;4;4;3;3;3;3;5;5;2;2;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;4;2019;5;23;2;2;5;5;2;2;1;1;15;15;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;5;2019;6;29;8;8;1;1;3;3;4;4;7;7;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;6;2019;12;41;8;8;3;3;3;6;1;1;12;19;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;7;2019;7;48;9;9;2;2;5;5;1;1;10;10;2;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;8;2019;7;55;10;10;1;1;3;3;5;5;9;9;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;9;2019;1;56;10;10;5;5;1;4;1;1;6;6;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;10;2019;6;62;2;2;5;5;4;4;4;5;10;10;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;11;2019;0;62;5;5;0;0;1;1;2;2;3;3;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;12;2019;11;73;0;0;1;1;5;5;4;4;8;8;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;13;2019;3;76;8;8;4;4;3;3;2;2;13;13;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;14;2019;0;76;10;10;5;5;4;4;2;2;2;2;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;15;2019;15;91;2;2;5;5;4;4;3;5;2;4;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;16;2019;8;99;8;8;4;4;1;1;3;3;0;0;6;13
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;17;2019;2;101;0;0;2;2;1;1;3;3;6;6;7;20
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;18;2019;4;105;5;5;0;0;1;1;2;2;10;16;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;19;2019;14;119;4;4;4;4;3;3;0;0;8;8;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;20;2019;0;119;7;7;5;5;3;3;4;4;6;14;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;21;2019;13;132;0;0;0;0;0;0;1;1;9;9;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;22;2019;5;137;6;6;1;1;4;4;0;0;5;5;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;23;2019;0;137;3;3;1;1;4;4;4;4;12;17;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;24;2019;6;143;3;3;5;5;2;6;0;0;0;0;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;25;2019;11;154;5;5;3;3;0;0;0;0;7;7;10;20
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;26;2019;12;166;10;10;4;4;3;3;4;4;6;6;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;27;2018;9;175;6;6;1;1;0;0;0;0;8;8;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;28;2018;14;189;2;2;5;5;1;1;4;4;12;12;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;29;2018;2;191;2;2;5;5;0;1;3;7;8;8;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;30;2018;15;206;6;6;3;3;5;5;2;2;8;8;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;31;2018;13;219;2;2;2;2;0;0;3;3;8;8;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;32;2018;1;220;5;5;3;3;2;2;3;3;15;15;6;13
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;33;2018;10;230;1;1;4;4;2;2;3;3;5;20;10;23
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;34;2018;14;244;4;4;3;3;5;5;3;3;9;9;9;32
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;35;2018;0;244;0;0;2;2;5;5;3;3;11;20;10;42
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;36;2018;15;259;1;1;4;4;2;2;0;0;4;4;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;37;2018;10;269;2;2;3;3;1;1;5;5;0;0;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;38;2018;9;278;0;0;0;0;1;1;0;0;15;15;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;39;2018;1;279;6;6;3;3;2;2;5;5;9;9;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;40;2018;2;281;0;0;2;2;4;4;4;4;9;9;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;41;2018;0;281;5;5;1;1;4;4;2;2;7;16;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;42;2018;1;282;3;3;2;2;1;1;5;5;5;5;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;43;2018;1;283;5;5;0;0;0;0;2;2;2;2;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;44;2018;11;294;9;9;1;1;5;5;5;5;14;14;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;45;2018;12;306;9;9;0;0;1;6;1;1;6;6;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;46;2018;13;319;5;5;3;3;2;2;2;2;14;14;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;47;2018;15;334;10;10;4;4;0;0;1;1;14;14;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;48;2018;7;341;8;8;0;0;5;5;4;4;12;12;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;49;2018;11;352;5;5;5;5;4;4;1;1;0;0;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;50;2018;13;365;6;6;3;8;2;2;0;0;0;0;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;51;2018;15;380;1;1;5;5;5;5;5;5;7;7;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002584;Aire du CSI Bazaga;52;2018;14;394;2;2;2;7;3;3;1;1;12;12;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;1;2019;0;0;8;8;1;1;5;5;1;1;14;14;2;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;2;2019;1;1;9;9;1;1;2;2;0;1;3;3;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;3;2019;12;13;9;9;2;2;3;5;5;5;3;3;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;4;2019;6;19;10;10;0;0;5;5;3;3;4;4;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;5;2019;7;26;8;8;1;1;0;0;1;1;8;8;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;6;2019;15;41;9;9;4;4;2;2;3;3;15;15;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;7;2019;2;43;6;6;1;1;0;0;1;1;5;5;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;8;2019;1;44;2;2;2;2;2;2;5;5;14;14;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;9;2019;15;59;4;4;4;4;0;0;3;3;10;10;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;10;2019;14;73;7;7;1;1;0;0;5;5;6;16;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;11;2019;6;79;10;10;0;0;4;4;1;1;4;4;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;12;2019;0;79;6;6;5;5;0;0;1;1;9;9;1;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;13;2019;6;85;2;2;4;4;2;2;4;4;12;12;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;14;2019;2;87;1;1;5;5;0;0;5;5;11;11;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;15;2019;7;94;10;10;0;0;1;1;5;5;6;6;5;12
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;16;2019;0;94;4;4;2;2;1;1;4;4;10;16;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;17;2019;10;104;6;6;1;1;3;3;0;0;0;0;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;18;2019;2;106;4;4;4;4;3;3;5;5;3;3;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;19;2019;14;120;5;5;2;2;5;5;0;0;14;14;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;20;2019;9;129;1;1;0;0;1;1;4;4;14;14;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;21;2019;5;134;9;9;2;2;1;1;2;2;12;26;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;22;2019;13;147;4;4;0;0;4;4;4;4;14;14;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;23;2019;0;147;0;0;3;3;4;4;3;3;3;17;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;24;2019;15;162;3;3;3;3;2;2;5;8;15;15;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;25;2019;13;175;8;8;5;5;2;2;2;2;2;17;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;26;2019;10;185;2;2;1;6;1;1;2;2;0;0;7;15
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;27;2018;12;197;2;2;3;9;0;1;3;3;6;6;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;28;2018;6;203;1;1;3;3;2;2;4;7;14;14;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;29;2018;13;216;8;8;2;2;0;0;1;1;0;0;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;30;2018;8;224;1;1;0;0;5;5;5;5;9;9;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;31;2018;13;237;0;0;2;2;5;5;0;0;4;13;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;32;2018;12;249;6;6;2;2;1;1;5;5;8;8;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;33;2018;12;261;8;8;0;0;0;0;4;4;6;6;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;34;2018;3;264;7;7;5;5;1;1;4;4;10;10;1;11
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;35;2018;2;266;2;2;0;0;5;5;2;2;14;14;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;36;2018;9;275;3;3;2;2;5;5;2;2;10;24;9;12
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;37;2018;1;276;9;9;0;0;2;2;5;5;7;7;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;38;2018;9;285;9;9;5;5;4;6;3;3;14;14;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;39;2018;14;299;3;3;4;4;2;2;2;2;4;4;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;40;2018;5;304;1;1;2;6;2;2;0;0;0;4;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;41;2018;0;304;2;2;1;1;4;4;2;2;2;2;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;42;2018;3;307;8;8;0;1;4;4;4;4;9;11;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;43;2018;13;320;2;2;5;5;3;3;2;2;4;4;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;44;2018;5;325;3;3;0;0;5;5;2;2;6;6;3;13
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;45;2018;7;332;1;1;5;5;1;1;2;2;2;2;5;18
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;46;2018;5;337;6;6;4;4;5;5;1;1;6;6;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;47;2018;2;339;6;6;1;1;4;9;4;4;15;15;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;48;2018;0;339;7;7;2;2;1;1;5;5;13;13;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;49;2018;14;353;9;9;3;3;2;2;2;2;13;13;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;50;2018;14;367;4;4;0;0;5;5;5;5;2;2;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;51;2018;12;379;5;5;0;0;0;0;3;8;13;13;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002585;Aire du CSI Follakam;52;2018;8;387;1;1;1;1;1;1;4;4;0;0;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;1;2019;3;3;8;8;2;2;0;0;2;2;7;7;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;2;2019;13;16;0;0;0;0;3;3;0;0;8;8;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;3;2019;8;24;2;2;2;2;2;2;4;4;12;12;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;4;2019;0;24;7;7;3;3;3;3;2;2;0;0;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;5;2019;1;25;10;10;1;1;3;3;3;3;12;12;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;6;2019;15;40;8;8;2;2;0;0;1;1;5;5;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;7;2019;10;50;10;10;0;0;0;0;2;2;1;6;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;8;2019;7;57;3;3;0;0;2;2;0;2;10;10;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;9;2019;3;60;6;6;4;4;3;3;4;4;0;0;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;10;2019;9;69;3;3;0;0;0;0;3;3;9;9;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;11;2019;8;77;4;4;5;5;1;1;0;0;3;3;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;12;2019;9;86;2;2;3;3;3;3;5;5;15;15;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;13;2019;10;96;0;0;4;4;2;2;3;3;8;8;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;14;2019;10;106;10;10;0;0;2;2;4;4;3;11;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;15;2019;15;121;2;2;3;3;0;0;0;0;14;14;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;16;2019;11;132;0;0;0;0;1;1;0;0;11;11;2;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;17;2019;0;132;3;3;0;0;1;1;1;1;7;18;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;18;2019;2;134;0;0;5;5;5;5;2;2;11;11;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;19;2019;12;146;3;3;3;3;1;1;2;2;10;10;1;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;20;2019;14;160;5;5;2;2;5;5;5;5;9;9;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;21;2019;13;173;9;9;3;3;4;4;4;4;7;7;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;22;2019;6;179;0;0;3;3;2;2;5;9;12;12;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;23;2019;5;184;3;3;4;7;2;2;3;3;2;14;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;24;2019;7;191;6;6;5;5;3;3;0;0;9;9;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;25;2019;3;194;1;1;5;5;5;5;1;1;11;11;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;26;2019;1;195;3;3;4;4;3;3;5;5;7;7;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;27;2018;5;200;10;10;0;4;3;3;2;2;12;19;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;28;2018;2;202;1;1;0;0;1;1;0;2;9;9;1;1
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;29;2018;3;205;0;0;5;5;4;4;1;1;11;11;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;30;2018;4;209;7;7;0;5;4;4;4;4;11;22;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;31;2018;7;216;2;2;3;3;0;0;1;1;14;14;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;32;2018;15;231;7;7;1;1;5;5;5;5;15;15;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;33;2018;8;239;1;1;2;2;1;1;5;5;8;8;4;14
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;34;2018;10;249;9;9;2;2;0;0;5;10;10;10;10;24
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;35;2018;1;250;2;2;5;5;3;3;1;1;0;0;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;36;2018;0;250;3;3;0;0;4;4;0;0;7;7;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;37;2018;7;257;0;0;0;0;4;4;2;2;15;22;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;38;2018;10;267;0;0;3;3;4;8;4;4;5;27;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;39;2018;8;275;9;9;1;1;4;4;1;1;4;31;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;40;2018;9;284;9;9;1;1;1;5;5;6;8;8;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;41;2018;1;285;1;1;5;5;4;4;1;1;14;14;9;9
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;42;2018;7;292;9;9;4;4;4;4;3;3;4;18;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;43;2018;4;296;5;5;2;2;3;3;0;0;1;1;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;44;2018;3;299;1;1;3;3;1;1;0;0;9;9;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;45;2018;10;309;5;5;5;5;4;4;0;0;15;15;2;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;46;2018;4;313;5;5;2;2;0;4;2;2;0;0;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;47;2018;3;316;6;6;3;3;4;4;1;1;4;4;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;48;2018;11;327;10;10;4;4;0;0;1;1;7;7;6;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;49;2018;4;331;10;10;3;3;4;4;0;0;12;12;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;50;2018;11;342;0;0;4;4;3;3;2;2;6;6;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;51;2018;10;352;3;3;1;1;5;5;0;0;11;11;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002586;Aire du CSI Tsernaoua;52;2018;5;357;7;7;1;2;4;4;5;5;15;15;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;1;2019;8;8;6;6;3;3;3;3;3;3;11;11;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;2;2019;15;23;1;1;2;2;3;3;2;2;6;17;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;3;2019;1;24;7;7;2;2;5;5;2;4;4;4;3;11
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;4;2019;8;32;8;8;5;7;4;4;3;3;5;5;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;5;2019;9;41;10;10;2;2;5;5;0;0;11;11;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;6;2019;3;44;7;7;2;2;0;0;1;1;14;14;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;7;2019;14;58;4;4;2;2;1;1;3;4;7;7;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;8;2019;2;60;0;0;2;2;0;0;1;5;8;8;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;9;2019;5;65;9;9;2;2;0;0;0;5;8;16;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;10;2019;1;66;3;3;2;4;3;3;3;8;11;11;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;11;2019;15;81;0;0;5;5;5;5;0;0;3;3;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;12;2019;13;94;4;4;0;0;1;1;0;0;9;9;7;13
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;13;2019;5;99;6;6;0;0;1;1;2;2;1;10;7;7
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;14;2019;9;108;4;4;4;4;2;2;3;3;0;0;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;15;2019;2;110;2;2;1;1;2;2;4;4;4;4;3;3
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;16;2019;10;120;8;8;4;4;1;1;3;3;10;10;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;17;2019;11;131;6;6;2;2;2;2;3;3;7;7;6;6
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;18;2019;6;137;10;10;3;5;5;5;0;0;4;4;5;5
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;19;2019;12;149;9;9;4;4;4;4;3;3;11;11;8;8
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;20;2019;9;158;10;10;5;5;1;1;2;2;10;10;0;0
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;21;2019;9;167;3;3;5;5;3;3;0;2;12;12;4;4
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;22;2019;14;181;1;1;5;5;5;5;5;7;6;6;10;10
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;23;2019;9;190;0;0;4;4;5;5;5;5;3;9;3;13
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;24;2019;12;202;0;0;3;3;3;8;4;4;8;8;2;2
ner003005;tahoua;ner002048;Birni N'Konni;ner002587;Aire du CSI Guidan Idder;25;2019;6;208;10;10;2;2;5;5;2;2;13;13;1;1
